8247839.069284629, -6039248.984191911
-9946904.225278623, -6403487.079486433
-2854046.4517456284, 569397.0870288666
2599482.123308135, -5530812.010026039
6798535.298107997, -7682719.575265262
-2395007.890343883, 4019391.9816766884
9085983.777076207, 6125604.683899179
-5146369.000472135, 9513161.922606546
-9580910.434322732, 4488494.436680524
4715524.73304826, -5756817.048186016
9182856.615150817, 7747438.034964126
-9805538.371919682, 2384373.759948358
-4785550.441055412, 1709037.353096759
-4733482.418673127, 2593236.5256916843
3954227.8770023845, -288037.01002005115
7521402.29630889, 3964592.219595777
-3475649.200988929, -4514913.421183966
6897955.652057204, -9000697.230468746
-5577359.342244699, 5380680.517822016
8101165.866516214, -1930902.668022545
