632628.2686270401, 8665869.111975092, -7302488.689124886
-2655080.5857917825, -3853226.652098871, 6012458.907684779
4346962.332208399, 2073071.2537248302, 5958942.054443292
2628721.37772689, -2936835.5908498624, 7546298.809331194
-8551746.81533018, -308014.1943379119, -7383525.755023876
6093332.356235111, 9895980.618722185, -7876697.289057147
-3129810.579404262, 7527259.019591913, 1933379.2014507297
2018162.1112271287, 5189938.370175144, 8668582.02634601
1197493.9678485654, -6582574.122980047, 2477502.2770941965
-4717147.468513612, 8736621.22608187, 8960396.538102731
688457.2398841064, -5463824.035779925, -8649437.432743652
4653074.0313917175, -1277408.1619147118, 2044966.9088947326
-1350474.4932672046, -8966326.915742915, -9400371.944353085
6195190.064761819, -9517297.211410802, -8852995.129187314
4435831.543892939, 3415316.988865003, -4320195.345241085
-2283445.105939774, 5553528.7834972795, 9631101.411910318
6437734.2193245515, 8298021.944883674, -8538023.78798601
-9234802.548858397, -92540.39386622235, -7425560.363770934
1032059.4984796885, 6822685.553224772, -8406287.042088004
-1262870.061140664, -5624707.811154816, 8301999.606210943
-7235638.182061799, 9577188.111410834, -9012339.631689573
-8485058.127702966, 4222694.2185030505, 3345697.835099643
2201372.781528594, -5862329.666626373, -5485391.0403752625
2281979.309237981, -3539225.256382605, 2482506.7591495477
4827728.76932553, 8400434.822775684, -8605656.396014458
